date,product,price,quantity,revenue
2026-01-14,Brown Sugar Boba,6.71,3,20.13
2026-01-14,Brown Sugar Boba,5.08,2,10.16
2026-01-14,Classic Milk Tea,6.45,2,12.9
2026-01-14,Matcha Latte,7.14,3,21.42
2026-01-14,Matcha Latte,5.88,3,17.64
2026-01-14,Taro Milk Tea,6.15,2,12.3
2026-01-14,Matcha Latte,4.95,2,9.9
2026-01-15,Brown Sugar Boba,5.81,1,5.81
2026-01-15,Brown Sugar Boba,7.47,1,7.47
2026-01-15,Matcha Latte,4.79,1,4.79
2026-01-15,Thai Tea,5.81,2,11.62
2026-01-15,Taro Milk Tea,6.0,1,6.0
2026-01-15,Matcha Latte,4.82,3,14.46
2026-01-15,Matcha Latte,7.07,1,7.07
2026-01-15,Thai Tea,4.61,2,9.22
2026-01-15,Matcha Latte,5.47,1,5.47
2026-01-15,Taro Milk Tea,5.12,1,5.12
2026-01-15,Classic Milk Tea,6.94,1,6.94
2026-01-15,Classic Milk Tea,7.12,3,21.36
2026-01-15,Taro Milk Tea,6.54,1,6.54
2026-01-15,Matcha Latte,4.74,3,14.22
2026-01-15,Matcha Latte,5.86,1,5.86
2026-01-15,Thai Tea,6.28,3,18.84
2026-01-15,Taro Milk Tea,6.57,2,13.14
2026-01-15,Classic Milk Tea,5.71,3,17.13
2026-01-15,Taro Milk Tea,6.32,2,12.64
2026-01-15,Thai Tea,4.52,1,4.52
2026-01-15,Thai Tea,6.69,3,20.07
2026-01-15,Matcha Latte,5.59,1,5.59
2026-01-15,Classic Milk Tea,5.61,3,16.83
2026-01-15,Brown Sugar Boba,5.37,1,5.37
2026-01-15,Taro Milk Tea,7.2,3,21.6
2026-01-15,Brown Sugar Boba,7.31,3,21.93
2026-01-15,Thai Tea,5.55,2,11.1
2026-01-15,Taro Milk Tea,7.37,2,14.74
2026-01-15,Brown Sugar Boba,7.14,1,7.14
2026-01-15,Matcha Latte,7.26,2,14.52
2026-01-15,Matcha Latte,5.67,2,11.34
2026-01-15,Classic Milk Tea,6.72,2,13.44
2026-01-15,Taro Milk Tea,5.42,1,5.42
2026-01-15,Taro Milk Tea,5.37,1,5.37
2026-01-15,Matcha Latte,6.56,3,19.68
2026-01-15,Classic Milk Tea,7.22,2,14.44
2026-01-15,Taro Milk Tea,7.13,1,7.13
2026-01-15,Thai Tea,4.69,3,14.07
2026-01-15,Brown Sugar Boba,6.42,2,12.84
2026-01-15,Brown Sugar Boba,7.1,3,21.3
2026-01-15,Taro Milk Tea,5.01,1,5.01
2026-01-15,Taro Milk Tea,7.25,3,21.75
2026-01-16,Matcha Latte,5.29,1,5.29
2026-01-16,Brown Sugar Boba,7.31,3,21.93
2026-01-16,Thai Tea,4.74,3,14.22
2026-01-16,Thai Tea,6.93,2,13.86
2026-01-16,Taro Milk Tea,5.41,2,10.82
2026-01-16,Taro Milk Tea,7.28,2,14.56
2026-01-16,Classic Milk Tea,7.4,3,22.2
2026-01-16,Brown Sugar Boba,7.18,3,21.54
2026-01-16,Classic Milk Tea,6.26,2,12.52
2026-01-16,Classic Milk Tea,5.8,1,5.8
2026-01-16,Thai Tea,7.38,3,22.14
2026-01-16,Brown Sugar Boba,6.12,3,18.36
2026-01-16,Classic Milk Tea,4.82,2,9.64
2026-01-16,Taro Milk Tea,6.23,1,6.23
2026-01-16,Matcha Latte,6.4,2,12.8
2026-01-16,Brown Sugar Boba,5.29,3,15.87
2026-01-16,Classic Milk Tea,4.78,3,14.34
2026-01-16,Classic Milk Tea,4.93,2,9.86
2026-01-16,Thai Tea,6.34,2,12.68
2026-01-16,Brown Sugar Boba,4.73,1,4.73
2026-01-16,Classic Milk Tea,5.08,3,15.24
2026-01-16,Thai Tea,7.2,3,21.6
2026-01-16,Matcha Latte,4.75,3,14.25
2026-01-16,Classic Milk Tea,6.41,2,12.82
2026-01-16,Matcha Latte,6.83,1,6.83
2026-01-16,Thai Tea,6.69,2,13.38
2026-01-16,Classic Milk Tea,6.45,1,6.45
2026-01-17,Thai Tea,6.21,3,18.63
2026-01-17,Matcha Latte,4.57,3,13.71
2026-01-17,Taro Milk Tea,5.8,3,17.4
2026-01-17,Thai Tea,7.33,3,21.99
2026-01-17,Brown Sugar Boba,7.36,2,14.72
2026-01-17,Brown Sugar Boba,4.75,1,4.75
2026-01-17,Thai Tea,6.46,1,6.46
2026-01-17,Thai Tea,4.72,1,4.72
2026-01-17,Classic Milk Tea,6.35,2,12.7
2026-01-17,Classic Milk Tea,6.84,3,20.52
2026-01-17,Taro Milk Tea,5.61,3,16.83
2026-01-17,Brown Sugar Boba,5.49,2,10.98
2026-01-17,Classic Milk Tea,6.42,2,12.84
2026-01-17,Matcha Latte,6.19,2,12.38
2026-01-17,Thai Tea,4.69,3,14.07
2026-01-17,Brown Sugar Boba,4.61,2,9.22
2026-01-17,Matcha Latte,4.81,2,9.62
2026-01-17,Brown Sugar Boba,5.35,2,10.7
2026-01-17,Matcha Latte,6.54,2,13.08
2026-01-17,Taro Milk Tea,5.97,3,17.91
2026-01-17,Classic Milk Tea,5.27,1,5.27
2026-01-17,Thai Tea,4.55,1,4.55
2026-01-17,Taro Milk Tea,5.3,1,5.3
2026-01-17,Matcha Latte,7.19,1,7.19
2026-01-17,Brown Sugar Boba,6.28,1,6.28
2026-01-17,Classic Milk Tea,6.8,3,20.4
2026-01-17,Classic Milk Tea,4.75,2,9.5
2026-01-17,Matcha Latte,5.58,3,16.74
2026-01-17,Classic Milk Tea,5.68,3,17.04
2026-01-17,Thai Tea,5.9,1,5.9
2026-01-17,Brown Sugar Boba,6.41,3,19.23
2026-01-17,Brown Sugar Boba,6.59,3,19.77
2026-01-17,Matcha Latte,6.34,1,6.34
2026-01-17,Matcha Latte,4.82,1,4.82
2026-01-17,Matcha Latte,4.98,3,14.94
2026-01-17,Thai Tea,7.1,1,7.1
2026-01-17,Classic Milk Tea,6.72,3,20.16
2026-01-17,Taro Milk Tea,5.67,1,5.67
2026-01-17,Taro Milk Tea,7.05,2,14.1
2026-01-17,Classic Milk Tea,6.24,3,18.72
2026-01-17,Thai Tea,7.22,1,7.22
2026-01-17,Brown Sugar Boba,4.94,1,4.94
2026-01-18,Thai Tea,7.34,1,7.34
2026-01-18,Matcha Latte,6.32,3,18.96
2026-01-18,Taro Milk Tea,7.48,3,22.44
2026-01-18,Matcha Latte,7.31,3,21.93
2026-01-18,Classic Milk Tea,5.4,1,5.4
2026-01-18,Taro Milk Tea,6.01,1,6.01
2026-01-18,Taro Milk Tea,7.33,3,21.99
2026-01-18,Matcha Latte,6.87,2,13.74
2026-01-18,Thai Tea,6.67,1,6.67
2026-01-18,Taro Milk Tea,7.34,3,22.02
2026-01-18,Classic Milk Tea,6.29,2,12.58
2026-01-18,Classic Milk Tea,7.45,2,14.9
2026-01-18,Classic Milk Tea,4.66,3,13.98
2026-01-18,Classic Milk Tea,6.89,1,6.89
2026-01-18,Taro Milk Tea,6.32,2,12.64
2026-01-18,Classic Milk Tea,6.63,1,6.63
2026-01-18,Brown Sugar Boba,5.73,3,17.19
2026-01-18,Brown Sugar Boba,4.98,2,9.96
2026-01-18,Matcha Latte,6.78,3,20.34
2026-01-18,Brown Sugar Boba,5.6,1,5.6
2026-01-18,Matcha Latte,6.96,2,13.92
2026-01-18,Classic Milk Tea,4.53,2,9.06
2026-01-18,Taro Milk Tea,6.87,1,6.87
2026-01-18,Classic Milk Tea,4.5,2,9.0
2026-01-18,Classic Milk Tea,4.62,3,13.86
2026-01-18,Matcha Latte,7.36,1,7.36
2026-01-18,Brown Sugar Boba,5.08,2,10.16
2026-01-18,Taro Milk Tea,6.64,3,19.92
2026-01-18,Thai Tea,4.57,3,13.71
2026-01-18,Brown Sugar Boba,4.89,2,9.78
2026-01-18,Classic Milk Tea,5.45,2,10.9
2026-01-18,Thai Tea,5.31,3,15.93
2026-01-18,Classic Milk Tea,4.77,1,4.77
2026-01-18,Brown Sugar Boba,5.32,1,5.32
2026-01-18,Classic Milk Tea,5.14,2,10.28
2026-01-18,Taro Milk Tea,6.28,1,6.28
2026-01-18,Matcha Latte,6.56,2,13.12
2026-01-18,Matcha Latte,7.12,2,14.24
2026-01-18,Matcha Latte,5.79,1,5.79
2026-01-18,Taro Milk Tea,5.39,2,10.78
2026-01-18,Taro Milk Tea,5.06,1,5.06
2026-01-18,Matcha Latte,5.69,3,17.07
2026-01-18,Matcha Latte,6.85,1,6.85
2026-01-18,Matcha Latte,5.04,1,5.04
2026-01-19,Thai Tea,6.42,3,19.26
2026-01-19,Taro Milk Tea,6.66,2,13.32
2026-01-19,Matcha Latte,7.48,2,14.96
2026-01-19,Matcha Latte,4.94,1,4.94
2026-01-19,Matcha Latte,6.14,3,18.42
2026-01-19,Classic Milk Tea,4.74,3,14.22
2026-01-19,Classic Milk Tea,7.16,2,14.32
2026-01-19,Taro Milk Tea,4.76,1,4.76
2026-01-19,Thai Tea,5.56,2,11.12
2026-01-19,Brown Sugar Boba,4.76,2,9.52
2026-01-19,Brown Sugar Boba,6.14,1,6.14
2026-01-19,Taro Milk Tea,4.76,3,14.28
2026-01-19,Thai Tea,5.4,1,5.4
2026-01-19,Matcha Latte,6.04,2,12.08
2026-01-19,Classic Milk Tea,4.91,3,14.73
2026-01-19,Brown Sugar Boba,6.19,1,6.19
2026-01-19,Brown Sugar Boba,5.98,3,17.94
2026-01-19,Thai Tea,5.27,1,5.27
2026-01-19,Matcha Latte,6.28,3,18.84
2026-01-19,Taro Milk Tea,5.17,3,15.51
2026-01-19,Thai Tea,6.06,3,18.18
2026-01-19,Brown Sugar Boba,5.56,3,16.68
2026-01-19,Brown Sugar Boba,5.55,3,16.65
2026-01-19,Taro Milk Tea,5.49,3,16.47
2026-01-19,Taro Milk Tea,5.22,1,5.22
2026-01-19,Thai Tea,6.85,3,20.55
2026-01-19,Brown Sugar Boba,5.72,1,5.72
2026-01-19,Classic Milk Tea,7.18,2,14.36
2026-01-19,Thai Tea,6.94,3,20.82
2026-01-19,Thai Tea,4.97,2,9.94
2026-01-19,Brown Sugar Boba,5.31,1,5.31
2026-01-19,Matcha Latte,7.13,3,21.39
2026-01-19,Brown Sugar Boba,5.97,1,5.97
2026-01-19,Thai Tea,6.57,3,19.71
2026-01-19,Thai Tea,6.5,1,6.5
2026-01-19,Matcha Latte,6.11,3,18.33
2026-01-19,Brown Sugar Boba,5.97,1,5.97
2026-01-19,Matcha Latte,5.28,1,5.28
2026-01-19,Classic Milk Tea,5.95,3,17.85
2026-01-19,Brown Sugar Boba,7.3,2,14.6
2026-01-19,Classic Milk Tea,6.31,3,18.93
2026-01-19,Classic Milk Tea,6.86,2,13.72
2026-01-20,Brown Sugar Boba,6.24,1,6.24
2026-01-20,Matcha Latte,5.27,3,15.81
2026-01-20,Thai Tea,5.74,3,17.22
2026-01-20,Taro Milk Tea,6.32,3,18.96
2026-01-20,Thai Tea,4.71,3,14.13
2026-01-20,Taro Milk Tea,5.19,3,15.57
2026-01-20,Thai Tea,6.48,1,6.48
2026-01-20,Classic Milk Tea,5.7,2,11.4
2026-01-20,Thai Tea,6.32,1,6.32
2026-01-20,Brown Sugar Boba,6.82,3,20.46
2026-01-20,Classic Milk Tea,6.07,1,6.07
2026-01-20,Classic Milk Tea,5.96,1,5.96
2026-01-20,Matcha Latte,6.41,1,6.41
2026-01-20,Matcha Latte,4.74,1,4.74
2026-01-20,Taro Milk Tea,6.47,1,6.47
2026-01-20,Classic Milk Tea,6.94,2,13.88
2026-01-20,Brown Sugar Boba,6.65,3,19.95
2026-01-20,Thai Tea,5.25,3,15.75
2026-01-20,Taro Milk Tea,6.37,2,12.74
2026-01-20,Classic Milk Tea,5.78,2,11.56
2026-01-20,Thai Tea,4.72,2,9.44
2026-01-20,Taro Milk Tea,5.01,2,10.02
2026-01-20,Taro Milk Tea,6.6,1,6.6
2026-01-20,Thai Tea,7.38,2,14.76
2026-01-20,Taro Milk Tea,4.96,1,4.96
2026-01-20,Matcha Latte,5.18,3,15.54
2026-01-20,Classic Milk Tea,5.06,2,10.12
2026-01-20,Thai Tea,5.55,2,11.1
2026-01-20,Taro Milk Tea,5.05,1,5.05
2026-01-20,Taro Milk Tea,6.02,1,6.02
2026-01-20,Taro Milk Tea,4.68,3,14.04
2026-01-20,Classic Milk Tea,7.07,2,14.14
2026-01-20,Brown Sugar Boba,7.05,1,7.05
2026-01-20,Brown Sugar Boba,5.6,1,5.6
2026-01-20,Thai Tea,7.15,3,21.45
2026-01-20,Brown Sugar Boba,6.72,1,6.72
2026-01-20,Classic Milk Tea,6.21,1,6.21
2026-01-20,Matcha Latte,4.82,2,9.64
2026-01-20,Classic Milk Tea,7.38,3,22.14
2026-01-20,Brown Sugar Boba,7.04,2,14.08
2026-01-20,Brown Sugar Boba,7.0,1,7.0
2026-01-20,Thai Tea,4.8,3,14.4
2026-01-20,Thai Tea,6.91,3,20.73
2026-01-20,Brown Sugar Boba,5.32,1,5.32
2026-01-20,Classic Milk Tea,5.91,2,11.82
2026-01-21,Brown Sugar Boba,7.35,3,22.05
2026-01-21,Taro Milk Tea,5.92,1,5.92
2026-01-21,Thai Tea,4.64,1,4.64
2026-01-21,Thai Tea,4.53,2,9.06
2026-01-21,Matcha Latte,7.25,1,7.25
2026-01-21,Thai Tea,4.64,1,4.64
2026-01-21,Brown Sugar Boba,5.28,3,15.84
2026-01-21,Matcha Latte,5.93,2,11.86
2026-01-21,Matcha Latte,6.49,1,6.49
2026-01-21,Matcha Latte,6.18,1,6.18
2026-01-21,Classic Milk Tea,4.8,2,9.6
2026-01-21,Classic Milk Tea,6.51,1,6.51
2026-01-21,Taro Milk Tea,6.1,3,18.3
2026-01-21,Brown Sugar Boba,4.65,3,13.95
2026-01-21,Taro Milk Tea,6.56,2,13.12
2026-01-21,Taro Milk Tea,4.75,1,4.75
2026-01-21,Classic Milk Tea,6.86,1,6.86
2026-01-21,Taro Milk Tea,5.52,2,11.04
2026-01-21,Brown Sugar Boba,4.75,3,14.25
2026-01-21,Thai Tea,6.94,1,6.94
2026-01-21,Thai Tea,5.68,1,5.68
2026-01-21,Brown Sugar Boba,5.69,1,5.69
2026-01-21,Matcha Latte,7.3,2,14.6
2026-01-21,Brown Sugar Boba,5.94,2,11.88
2026-01-21,Brown Sugar Boba,6.17,1,6.17
2026-01-21,Taro Milk Tea,6.45,1,6.45
2026-01-21,Matcha Latte,5.01,1,5.01
2026-01-21,Taro Milk Tea,6.58,3,19.74
2026-01-21,Taro Milk Tea,7.3,1,7.3
2026-01-21,Brown Sugar Boba,5.87,2,11.74
2026-01-21,Taro Milk Tea,6.91,3,20.73
2026-01-21,Matcha Latte,7.13,3,21.39
2026-01-21,Brown Sugar Boba,6.77,3,20.31
2026-01-21,Matcha Latte,7.36,3,22.08
2026-01-21,Classic Milk Tea,5.41,3,16.23
2026-01-21,Matcha Latte,5.67,3,17.01
2026-01-21,Thai Tea,6.41,3,19.23
2026-01-21,Brown Sugar Boba,6.85,1,6.85
2026-01-21,Brown Sugar Boba,6.74,2,13.48
2026-01-21,Taro Milk Tea,7.07,1,7.07
2026-01-21,Matcha Latte,6.47,1,6.47
2026-01-21,Brown Sugar Boba,6.61,1,6.61
2026-01-21,Brown Sugar Boba,5.36,3,16.08
2026-01-21,Classic Milk Tea,6.84,3,20.52
2026-01-21,Matcha Latte,5.57,2,11.14
2026-01-21,Matcha Latte,5.86,3,17.58
2026-01-22,Matcha Latte,5.57,2,11.14
2026-01-22,Classic Milk Tea,5.86,3,17.58
2026-01-22,Classic Milk Tea,6.82,2,13.64
2026-01-22,Brown Sugar Boba,6.47,2,12.94
2026-01-22,Taro Milk Tea,5.03,3,15.09
2026-01-22,Classic Milk Tea,7.15,1,7.15
2026-01-22,Classic Milk Tea,6.89,3,20.67
2026-01-22,Thai Tea,7.49,3,22.47
2026-01-22,Brown Sugar Boba,6.29,3,18.87
2026-01-22,Classic Milk Tea,5.2,3,15.6
2026-01-22,Classic Milk Tea,7.47,1,7.47
2026-01-22,Matcha Latte,4.57,1,4.57
2026-01-22,Brown Sugar Boba,6.79,2,13.58
2026-01-22,Thai Tea,6.15,2,12.3
2026-01-22,Classic Milk Tea,6.63,2,13.26
2026-01-22,Taro Milk Tea,6.49,1,6.49
2026-01-22,Matcha Latte,5.93,2,11.86
2026-01-22,Taro Milk Tea,6.0,2,12.0
2026-01-22,Taro Milk Tea,5.32,2,10.64
2026-01-22,Matcha Latte,4.59,1,4.59
2026-01-22,Brown Sugar Boba,4.73,1,4.73
2026-01-22,Brown Sugar Boba,4.76,2,9.52
2026-01-22,Matcha Latte,4.57,2,9.14
2026-01-22,Taro Milk Tea,4.82,2,9.64
2026-01-22,Taro Milk Tea,4.88,3,14.64
2026-01-22,Thai Tea,5.34,1,5.34
2026-01-22,Brown Sugar Boba,6.9,1,6.9
2026-01-22,Classic Milk Tea,6.68,3,20.04
2026-01-22,Matcha Latte,6.19,3,18.57
2026-01-22,Classic Milk Tea,6.31,1,6.31
2026-01-22,Taro Milk Tea,5.92,2,11.84
2026-01-22,Thai Tea,6.19,3,18.57
2026-01-22,Brown Sugar Boba,6.9,3,20.7
2026-01-23,Brown Sugar Boba,4.64,2,9.28
2026-01-23,Classic Milk Tea,4.76,2,9.52
2026-01-23,Thai Tea,5.63,1,5.63
2026-01-23,Matcha Latte,5.29,2,10.58
2026-01-23,Matcha Latte,6.15,2,12.3
2026-01-23,Brown Sugar Boba,6.07,2,12.14
2026-01-23,Brown Sugar Boba,6.9,2,13.8
2026-01-23,Taro Milk Tea,6.02,1,6.02
2026-01-23,Brown Sugar Boba,6.92,1,6.92
2026-01-23,Classic Milk Tea,6.99,3,20.97
2026-01-23,Classic Milk Tea,6.69,2,13.38
2026-01-23,Classic Milk Tea,7.42,2,14.84
2026-01-23,Matcha Latte,6.37,3,19.11
2026-01-23,Matcha Latte,7.0,2,14.0
2026-01-23,Taro Milk Tea,5.01,2,10.02
2026-01-23,Taro Milk Tea,6.03,2,12.06
2026-01-23,Matcha Latte,6.2,1,6.2
2026-01-23,Thai Tea,6.93,2,13.86
2026-01-23,Classic Milk Tea,5.38,3,16.14
2026-01-23,Thai Tea,6.35,1,6.35
2026-01-23,Brown Sugar Boba,6.26,1,6.26
2026-01-23,Taro Milk Tea,5.43,1,5.43
2026-01-23,Thai Tea,6.01,1,6.01
2026-01-23,Taro Milk Tea,5.0,2,10.0
2026-01-23,Thai Tea,7.13,1,7.13
2026-01-23,Taro Milk Tea,6.5,1,6.5
2026-01-23,Brown Sugar Boba,4.92,3,14.76
2026-01-23,Taro Milk Tea,5.08,2,10.16
2026-01-23,Classic Milk Tea,6.82,3,20.46
2026-01-23,Brown Sugar Boba,6.09,1,6.09
2026-01-23,Brown Sugar Boba,5.86,1,5.86
2026-01-23,Brown Sugar Boba,6.02,1,6.02
2026-01-23,Taro Milk Tea,5.82,2,11.64
2026-01-23,Brown Sugar Boba,6.43,1,6.43
2026-01-23,Brown Sugar Boba,7.29,1,7.29
2026-01-23,Thai Tea,6.21,3,18.63
2026-01-23,Taro Milk Tea,5.77,3,17.31
2026-01-23,Brown Sugar Boba,6.41,1,6.41
2026-01-23,Classic Milk Tea,5.68,2,11.36
2026-01-23,Matcha Latte,7.14,3,21.42
2026-01-23,Thai Tea,6.52,1,6.52
2026-01-23,Brown Sugar Boba,5.23,1,5.23
2026-01-23,Classic Milk Tea,5.0,2,10.0
2026-01-23,Matcha Latte,4.87,2,9.74
2026-01-23,Thai Tea,6.41,1,6.41
2026-01-23,Classic Milk Tea,6.36,2,12.72
2026-01-23,Classic Milk Tea,5.31,1,5.31
2026-01-24,Taro Milk Tea,5.18,2,10.36
2026-01-24,Matcha Latte,7.45,1,7.45
2026-01-24,Matcha Latte,6.33,3,18.99
2026-01-24,Classic Milk Tea,7.5,3,22.5
2026-01-24,Taro Milk Tea,5.49,1,5.49
2026-01-24,Brown Sugar Boba,5.51,3,16.53
2026-01-24,Classic Milk Tea,5.22,1,5.22
2026-01-24,Thai Tea,4.6,3,13.8
2026-01-24,Matcha Latte,5.2,3,15.6
2026-01-24,Brown Sugar Boba,6.15,1,6.15
2026-01-24,Brown Sugar Boba,7.34,1,7.34
2026-01-24,Taro Milk Tea,4.66,2,9.32
2026-01-24,Taro Milk Tea,5.29,1,5.29
2026-01-24,Brown Sugar Boba,5.99,1,5.99
2026-01-24,Thai Tea,6.88,1,6.88
2026-01-24,Thai Tea,5.96,1,5.96
2026-01-24,Taro Milk Tea,7.34,1,7.34
2026-01-24,Brown Sugar Boba,7.2,3,21.6
2026-01-24,Taro Milk Tea,6.85,1,6.85
2026-01-24,Classic Milk Tea,5.58,1,5.58
2026-01-24,Taro Milk Tea,5.17,1,5.17
2026-01-24,Brown Sugar Boba,5.23,1,5.23
2026-01-24,Matcha Latte,7.33,1,7.33
2026-01-24,Brown Sugar Boba,5.57,2,11.14
2026-01-24,Brown Sugar Boba,5.08,3,15.24
2026-01-24,Classic Milk Tea,6.94,2,13.88
2026-01-24,Classic Milk Tea,4.51,3,13.53
2026-01-24,Matcha Latte,4.74,3,14.22
2026-01-24,Brown Sugar Boba,6.54,1,6.54
2026-01-24,Matcha Latte,7.28,2,14.56
2026-01-24,Classic Milk Tea,6.17,1,6.17
2026-01-24,Thai Tea,6.29,2,12.58
2026-01-24,Matcha Latte,4.72,2,9.44
2026-01-24,Taro Milk Tea,6.91,2,13.82
2026-01-25,Thai Tea,6.24,1,6.24
2026-01-25,Matcha Latte,5.97,2,11.94
2026-01-25,Classic Milk Tea,6.25,1,6.25
2026-01-25,Matcha Latte,6.94,2,13.88
2026-01-25,Brown Sugar Boba,7.13,2,14.26
2026-01-25,Classic Milk Tea,7.47,2,14.94
2026-01-25,Brown Sugar Boba,7.33,3,21.99
2026-01-25,Taro Milk Tea,5.37,1,5.37
2026-01-25,Taro Milk Tea,6.66,1,6.66
2026-01-25,Taro Milk Tea,6.57,1,6.57
2026-01-25,Brown Sugar Boba,6.51,1,6.51
2026-01-25,Brown Sugar Boba,6.97,2,13.94
2026-01-25,Matcha Latte,5.2,3,15.6
2026-01-25,Classic Milk Tea,6.58,3,19.74
2026-01-25,Brown Sugar Boba,6.29,3,18.87
2026-01-25,Taro Milk Tea,5.94,3,17.82
2026-01-25,Matcha Latte,7.01,3,21.03
2026-01-25,Taro Milk Tea,6.79,3,20.37
2026-01-25,Classic Milk Tea,6.96,2,13.92
2026-01-25,Matcha Latte,4.57,2,9.14
2026-01-25,Brown Sugar Boba,6.74,2,13.48
2026-01-25,Classic Milk Tea,5.75,2,11.5
2026-01-25,Classic Milk Tea,4.71,1,4.71
2026-01-25,Classic Milk Tea,7.06,2,14.12
2026-01-25,Classic Milk Tea,6.24,1,6.24
2026-01-25,Taro Milk Tea,4.7,1,4.7
2026-01-25,Classic Milk Tea,6.62,1,6.62
2026-01-25,Classic Milk Tea,4.86,1,4.86
2026-01-25,Matcha Latte,5.89,3,17.67
2026-01-25,Thai Tea,6.81,1,6.81
2026-01-25,Classic Milk Tea,4.65,1,4.65
2026-01-25,Taro Milk Tea,6.09,2,12.18
2026-01-25,Taro Milk Tea,6.28,3,18.84
2026-01-26,Thai Tea,5.41,2,10.82
2026-01-26,Brown Sugar Boba,7.2,3,21.6
2026-01-26,Taro Milk Tea,4.55,2,9.1
2026-01-26,Matcha Latte,5.65,2,11.3
2026-01-26,Matcha Latte,4.85,2,9.7
2026-01-26,Brown Sugar Boba,6.11,1,6.11
2026-01-26,Thai Tea,5.39,2,10.78
2026-01-26,Classic Milk Tea,5.46,3,16.38
2026-01-26,Taro Milk Tea,4.75,1,4.75
2026-01-26,Classic Milk Tea,6.71,2,13.42
2026-01-26,Matcha Latte,6.09,3,18.27
2026-01-26,Brown Sugar Boba,6.57,3,19.71
2026-01-26,Brown Sugar Boba,7.37,2,14.74
2026-01-26,Thai Tea,5.57,2,11.14
2026-01-26,Matcha Latte,6.17,2,12.34
2026-01-26,Thai Tea,4.81,2,9.62
2026-01-26,Matcha Latte,5.87,2,11.74
2026-01-26,Thai Tea,4.7,2,9.4
2026-01-26,Matcha Latte,6.05,2,12.1
2026-01-26,Classic Milk Tea,4.75,1,4.75
2026-01-26,Brown Sugar Boba,6.19,3,18.57
2026-01-26,Thai Tea,6.69,1,6.69
2026-01-26,Classic Milk Tea,6.2,2,12.4
2026-01-26,Brown Sugar Boba,7.27,2,14.54
2026-01-26,Thai Tea,4.74,1,4.74
2026-01-26,Taro Milk Tea,5.96,2,11.92
2026-01-26,Thai Tea,5.94,2,11.88
2026-01-27,Matcha Latte,5.26,1,5.26
2026-01-27,Matcha Latte,4.76,2,9.52
2026-01-27,Classic Milk Tea,7.03,1,7.03
2026-01-27,Classic Milk Tea,4.57,3,13.71
2026-01-27,Brown Sugar Boba,5.57,2,11.14
2026-01-27,Taro Milk Tea,5.37,3,16.11
2026-01-27,Thai Tea,7.01,2,14.02
2026-01-27,Taro Milk Tea,6.35,2,12.7
2026-01-27,Brown Sugar Boba,5.63,3,16.89
2026-01-27,Taro Milk Tea,5.43,3,16.29
2026-01-27,Thai Tea,4.67,1,4.67
2026-01-27,Matcha Latte,6.16,3,18.48
2026-01-27,Brown Sugar Boba,5.41,3,16.23
2026-01-27,Matcha Latte,6.23,2,12.46
2026-01-27,Classic Milk Tea,6.11,2,12.22
2026-01-27,Classic Milk Tea,7.23,3,21.69
2026-01-27,Taro Milk Tea,7.25,1,7.25
2026-01-27,Brown Sugar Boba,6.41,2,12.82
2026-01-27,Thai Tea,5.14,2,10.28
2026-01-27,Brown Sugar Boba,6.71,3,20.13
2026-01-27,Brown Sugar Boba,6.51,2,13.02
2026-01-27,Matcha Latte,4.6,2,9.2
2026-01-27,Matcha Latte,5.84,1,5.84
2026-01-27,Taro Milk Tea,6.17,1,6.17
2026-01-27,Brown Sugar Boba,5.55,2,11.1
2026-01-27,Matcha Latte,4.98,1,4.98
2026-01-27,Classic Milk Tea,6.87,1,6.87
2026-01-27,Thai Tea,6.43,3,19.29
2026-01-27,Brown Sugar Boba,6.18,2,12.36
2026-01-27,Taro Milk Tea,7.02,2,14.04
2026-01-27,Thai Tea,5.65,2,11.3
2026-01-27,Matcha Latte,6.47,2,12.94
2026-01-27,Thai Tea,6.91,2,13.82
2026-01-27,Brown Sugar Boba,5.0,2,10.0
2026-01-27,Matcha Latte,5.7,2,11.4
2026-01-27,Brown Sugar Boba,4.59,2,9.18
2026-01-27,Brown Sugar Boba,4.56,3,13.68
2026-01-28,Thai Tea,5.12,3,15.36
2026-01-28,Matcha Latte,4.58,1,4.58
2026-01-28,Thai Tea,7.34,2,14.68
2026-01-28,Matcha Latte,6.11,1,6.11
2026-01-28,Thai Tea,5.19,3,15.57
2026-01-28,Brown Sugar Boba,7.25,3,21.75
2026-01-28,Brown Sugar Boba,5.59,3,16.77
2026-01-28,Taro Milk Tea,7.37,2,14.74
2026-01-28,Classic Milk Tea,5.45,3,16.35
2026-01-28,Matcha Latte,5.34,3,16.02
2026-01-28,Taro Milk Tea,5.33,2,10.66
2026-01-28,Taro Milk Tea,6.36,3,19.08
2026-01-28,Classic Milk Tea,6.71,1,6.71
2026-01-28,Thai Tea,6.77,3,20.31
2026-01-28,Thai Tea,5.05,2,10.1
2026-01-28,Classic Milk Tea,5.92,2,11.84
2026-01-28,Thai Tea,6.62,2,13.24
2026-01-28,Classic Milk Tea,5.42,1,5.42
2026-01-28,Brown Sugar Boba,5.41,2,10.82
2026-01-28,Brown Sugar Boba,4.7,2,9.4
2026-01-28,Matcha Latte,7.07,3,21.21
2026-01-28,Classic Milk Tea,6.4,1,6.4
2026-01-28,Taro Milk Tea,6.34,2,12.68
2026-01-28,Taro Milk Tea,6.04,3,18.12
2026-01-28,Brown Sugar Boba,6.89,3,20.67
